county,state,max_cases,avg_growth_rate,max_growth_rate,total_population,num_deaths,percent_smokers,percent_vaccinated,income_ratio,population_density_per_sqmi,percent_fair_or_poor_health,percent_unemployed_CHR,violent_crime_rate,chlamydia_rate,teen_birth_rate,total_cases,deaths_per_100k,cases_per_100k
San Joaquin,California,27469,0.03329630093795338,0.6666666666666666,714860,8355,11.706166224,43,4.8417108463,513.4047848248307,17.342112673,5.9962559783,787.32183644,535.9,2367.221604,3842.5705732590995,1168.760316705369,3842.5705732590995
San Juan,Washington,6499,-7.144002169487463,0.9929544387036168,51565.176623376625,713.8961038961039,16.433824980303896,36.44935064935065,5.218502902957403,39.27156155508324,18.745962647542857,5.301652609528831,297.66919149497147,446.7150649350649,2605.698787487013,12603.466962728748,1384.4539098746448,12603.466962728748
San Luis Obispo,California,6540,0.02954104673672374,0.5,278680,2779,10.783296935,48,4.6842375492,84.43192771173385,13.155328644,2.945642918,408.22505811,445.7,1119.3928348,2346.777666140376,997.2010908568968,2346.777666140376
San Mateo,California,15217,0.0279442001545714,0.8888888888888888,754748,4844,8.6133573373,48,4.8917664097,1682.7564841393732,12.261845994,2.1999450398,209.11245996,374.2,1043.6194129,2016.1696354279838,641.8036218711411,2016.1696354279838
San Miguel,New Mexico,470,0.021560101496996616,0.5,28350,481,18.35512046,36,5.7375953381,6.003741633583193,28.659265407,5.9420422342,479.91690991,609.1,3085.0472485,1657.8483245149912,1696.6490299823633,1657.8483245149912
San Patricio,Texas,1883,0.026768607511807964,0.5,66706,997,15.141419345,39,4.7412686468,96.19637487387608,22.99143047,6.3128068268,361.34566014,203.8,4395.8020990000005,2822.834527628699,1494.6181752765867,2822.834527628699
San Saba,Texas,312,0.024799845614772404,0.512396694214876,5881,92,15.79116238,23,4.5878450106,5.1800835084063825,21.319313332,3.0146767156,109.56595027,268.5,4166.6666667,5305.220200646148,1564.3598027546336,5305.220200646148
Sanders,Montana,266,0.02843490781422583,0.3888888888888889,11375,215,18.376930736,22,4.1145821586,4.120770292369122,17.276857829,6.3798530955,224.58056277,145.2,2121.3616182,2338.4615384615386,1890.10989010989,2338.4615384615386
Sandoval,New Mexico,5706,0.02708349975114538,0.5,138117,1706,16.191236811,42,4.188583898,37.238379563074155,16.06402641,4.9773335603,245.96825168,457.5,2058.7690598,4131.280001737658,1235.1846622790822,4131.280001737658
Sandusky,Ohio,1936,0.02711125419939699,0.5,59870,901,20.154592925,50,4.130787653,146.57499293833246,18.163074498,4.5401326916,185.13375914,380.1,2978.424015,3233.672958075831,1504.9273425755805,3233.672958075831
Sangamon,Illinois,10792,0.030033533475115608,0.4375,198639,2593,16.901595992,51,4.9770320276,228.76731106573428,15.749531105,4.2935139925,814.52151736,689.2,2554.9883105,5432.971370174035,1305.3831322147212,5432.971370174035
Sanilac,Michigan,978,0.023912705247730582,0.6,41761,638,17.897339222,40,4.1047479912,43.38489696246379,14.347091601,5.1279432045,263.90606474,227.8,2048.866002,2341.8979430569193,1527.7411939369267,2341.8979430569193
Sanpete,Utah,1395,0.02478454041580442,0.4166666666666667,28551,271,11.05199757,42,3.6889641662,17.95739450407227,15.184595054,3.7271561398,63.605645001,143.2,1301.4008133999998,4885.99348534202,949.1786627438619,4885.99348534202
Santa Barbara,California,11917,0.03011877772667388,0.75,439395,3518,11.377310554,45,4.7347709072,160.6476844966711,17.130036044,3.8934369491,318.05052279,548.5,2073.5985903,2712.1382810455284,800.6463432674473,2712.1382810455284
Santa Clara,California,37517,0.030982616429998035,0.5,1885056,11662,8.2690140125,47,4.9893136864,1459.918665823544,12.166326555,2.6012486604,264.08835127,395,1121.2611739,1990.2326509132886,618.6553609017451,1990.2326509132886
Santa Cruz,California,4850,-1.0020599550229308,0.9591836734693877,161260.16853932585,1328.4831460674156,12.970966349882023,41.157303370786515,5.072558235674719,329.5365590448724,20.786557430241572,7.063632864373034,277.94774553039326,470.85842696629214,2472.9833331421346,3007.56227897483,823.8135666734368,3007.56227897483
Santa Fe,New Mexico,5713,0.02980127256050371,0.5,147320,1753,13.676491996,42,4.5815531734,77.21331227212288,16.889147656,4.1433476627,325.88109216,437.6,2529.0304196,3877.952755905512,1189.926690198208,3877.952755905512
Santa Rosa,Florida,7884,0.02945738215753264,0.5,163903,2305,19.218047737,39,3.6600471328,161.9979814555116,16.818103932,3.320356089,145.43043826,296.7,2298.4877615,4810.162108076118,1406.319591465684,4810.162108076118
Sarasota,Florida,14384,0.030709733226847512,0.42857142857142855,398011,5522,15.030472177,50,4.3680326641,716.11749635599,13.060282648,3.3668726534,238.88888201,274.1,1750.3432045,3613.97046815289,1387.3988407355575,3613.97046815289
Saratoga,New York,2581,0.02356098068025403,0.4444444444444444,224929,2325,14.795153675,53,3.8459487124,277.6915609378372,11.119186607,3.5190196836,102.61570308,264.1,820.6903574,1147.47320265506,1033.6595103343723,1147.47320265506
Sarpy,Nebraska,12312,0.03278256966293946,0.5,172460,1329,12.973444558,56,3.4761033203,721.5286156135696,10.593673623,2.6568995396,84.643599148,360.5,1433.9930211,7139.046735474893,770.6134755885423,7139.046735474893
Sauk,Wisconsin,3855,0.029285082842992968,0.5,63317,769,17.562534106,51,3.9103193636,76.1451487748618,12.962388441,2.5644618834,110.73675282,375.1,1594.2028986,6088.412274744539,1214.523745597549,6088.412274744539
Saunders,Nebraska,1387,0.026207839741015097,0.5,20946,260,14.044247837,45,3.4577579449,27.919294553427104,13.337194546,2.7219583486,61.915081085,161.5,962.16925432,6621.789363124224,1241.2871192590471,6621.789363124224
Sawyer,Wisconsin,954,0.026058507514342872,0.5,16438,273,19.894844601,46,4.3173217619,13.073980559257558,15.806629735,4.3103448276,185.88493418,170.5,3311.929706,5803.62574522448,1660.7859836963135,5803.62574522448
Schenectady,New York,2819,0.025504506044619697,0.6428571428571429,154845,1827,14.143836257,53,4.6408727839,756.8974892684495,14.694712837,4.0142589413,429.4926941,562.5,2244.5122837999998,1820.5302076269818,1179.8895669863412,1820.5302076269818
Schley,Georgia,176,0.017038956647351222,0.75,5089,67,18.294648496,44,5.6397446753,30.490235590840893,20.143616073,4.6511627907,155.0838422,230.2,1452.2821577,3458.439772057379,1316.5651404991158,3458.439772057379
Schoharie,New York,220,0.017946498562920157,0.5,31667,397,14.987575215,51,4.354295576,50.926423600152816,14.795112086,4.8192771084,89.526946012,296,1089.6309315,694.7295291628509,1253.6710139893264,694.7295291628509
Schuyler,New York,354,-0.7473003447821142,0.9166666666666666,10420.51798561151,163.97410071942446,17.57458460175396,42.89064748201439,4.016165980029353,30.117341065475657,16.66882309369928,4.60982457833223,120.65663184726618,148.21395683453238,2343.052765118129,3397.143985441009,1573.5695763477147,3397.143985441009
Schuylkill,Pennsylvania,4487,0.028793158373102548,0.6666666666666666,145503,2491,18.855152708,50,4.3687517584,186.87028561762716,16.919488705,5.1747616886,319.43957968,206.9,2329.5780027,3083.7852140505693,1711.9921926008399,3083.7852140505693
Scioto,Ohio,2528,0.029171541469314714,0.5,77366,1617,22.30239851,45,5.9973375205,126.78471783481358,23.240111901,6.7566634443,188.20246901,214.7,3926.2485828999997,3267.585244164103,2090.0654034071813,3267.585244164103
Scotland,North Carolina,2053,-8.101100535967271,0.9735945485519591,20795.088,401.592,22.021153279971998,42.032,5.1697693772172,63.20477538747718,22.2411682611,5.179557849842,417.52261395272,507.5144,3244.0076920288,9872.52374214526,1931.1868264274717,9872.52374214526
Scott,Kentucky,11967,-1.3779133468682483,0.995049504950495,53679.82242990654,686.2669646485168,19.436600597470132,44.1873222267371,4.526579537754124,138.72984281923203,19.727159425066638,3.5871808974977246,317.8431059024917,409.849573344169,3743.692660148923,22293.292820828796,1278.4449232197499,22293.292820828796
Scotts Bluff,Nebraska,3601,0.0287207615165372,0.6666666666666666,36599,488,18.203360429,47,4.1775824176,49.49821163190616,19.227283235,3.2081207252,204.78294411,236.5,4016.0140122999996,9839.06664116506,1333.3697642012078,9839.06664116506
Screven,Georgia,505,0.022301258499326265,0.5,14114,265,19.896080873,29,5.4993345755,21.878759222180097,21.539694607,5.4033771107,341.75334324,559,4578.405188899999,3578.007651976761,1877.5683718293892,3578.007651976761
Scurry,Texas,1687,0.020453596476738597,0.9166666666666666,17314,225,14.650100745,31,4.2310046098,19.12210752199605,19.793088498,3.4151241211,298.14299506,680.4,7052.9627687,9743.560124754535,1299.5263948249972,9743.560124754535
Searcy,Arkansas,341,0.01967183132625057,0.5,7938,149,19.924647373,22,4.6574925662,11.91723180688569,21.888274943,4.328711532,126.76681245,176.4,3693.9313984,4295.792391030486,1877.0471151423533,4295.792391030486
Sebastian,Arkansas,7361,0.03099517879654346,0.6666666666666666,127351,1986,21.649019947,47,4.5718811045,239.42879355573223,21.429853361,3.579500657,635.56239012,549.5,4049.6590312999997,5780.088102959537,1559.4694976874937,5780.088102959537
Sedgwick,Kansas,29764,0.03454024664484035,0.7142857142857143,508221,6576,17.032092796,50,4.5108098978,509.4878850537158,16.077416112,3.7939214533,724.71309962,593.6,3299.7502799000004,5856.507306860598,1293.925280537404,5856.507306860598
Seminole,Florida,13427,-8.723179657891654,0.9943820224719101,164259.18580645163,1870.1754838709678,18.624069257464516,41.34193548387097,4.809319463495226,520.1054281644649,20.267492641823225,4.380369170254323,307.52305334780647,478.89741935483875,3688.485093012129,8174.276485103962,1138.5515365177907,8174.276485103962
Seneca,Ohio,2128,-0.8078751149601267,0.8569206842923794,45496.56547619047,615.6904761904761,17.631472235785715,51.49404761904762,3.9030213770964286,104.62627158851626,15.109861817505951,4.135153024844048,186.4657643620238,312.2791666666667,2159.034069759524,4677.276136620988,1353.2680318752475,4677.276136620988
Sequatchie,Tennessee,596,0.020607205113915,0.6666666666666666,14710,247,21.495811574,45,4.4860735397,55.33177369053212,21.659863033,4.337030293,389.13116404,183.2,4116.6380789,4051.665533650578,1679.1298436437799,4051.665533650578
Sequoyah,Oklahoma,1881,0.026628193333837348,0.5,41344,876,23.315454301,44,4.8563193454,61.40714304372503,25.453950169,4.3093990004,334.28844317,361.2,5416.5312534,4549.632352941177,2118.808049535604,4549.632352941177
Sevier,Tennessee,5317,-3.971238926302286,0.9726775956284153,45242.13833992095,743.2094861660079,17.301135567584982,47.0395256916996,3.9274592862304347,69.33465602402238,21.169173537687747,3.924950481788142,213.3552834466087,304.5415019762846,4158.549760290119,11752.318071377194,1642.7373095895678,11752.318071377194
Seward,Nebraska,3071,-7.838501121823524,0.9862068965517241,20136.506172839505,192.06172839506172,15.842633142123457,27.46502057613169,3.7100841537744857,33.09308369464074,18.39652681207819,2.93570304875679,177.08765132541564,384.82839506172843,3233.49365970749,15250.907846874758,953.7986716589304,15250.907846874758
Shannon,Missouri,351,0.027504578061570327,0.5,8256,152,23.755264188,27,4.610568879,8.224579633618257,24.196198065,4.9984572663,333.73786408,121.2,4401.8058691,4251.453488372093,1841.0852713178294,4251.453488372093
Shasta,California,5490,0.02911139190319069,0.5,179228,3110,13.963535044,40,4.8127296712,47.47290452519208,14.385074617,4.943744526,726.13674647,317.9,2381.4810703,3063.13745620104,1735.2199433124288,3063.13745620104
Shawano,Wisconsin,3968,0.03134413112085805,0.5,41384,571,17.132717201,51,4.0056908528,46.33230480574684,14.131532422,3.0140284272,83.443180032,197.9,1722.2820237,9588.246665377925,1379.7602938333655,9588.246665377925
Shawnee,Kansas,8568,0.029179008588377967,0.46153846153846156,178567,2632,17.758993667,58,4.2619573216,328.25580545166986,16.945500307,3.4941015089,443.66795519,654.4,3260.8695652,4798.198995335084,1473.9565541225422,4798.198995335084
Sheboygan,Wisconsin,9814,0.028774237134907146,0.3333333333333333,115269,1212,15.390951571,55,3.8356826568,225.4532862004641,12.118250305,2.4974961449,158.97560637,326,1699.2728880000002,8513.997692354405,1051.4535564635764,8513.997692354405
Shelby,Tennessee,50470,-17.302988287329022,0.9955156950672646,174511.15155945419,2505.309941520468,18.20167513811452,45.63742690058479,4.368156300689864,248.48519704866115,18.105042338322612,3.6246023163027292,359.1054551866691,365.665253411306,2917.8130451635966,28920.787897503145,1435.6159587124919,28920.787897503145
Shenandoah,Virginia,1476,0.022769176915156914,0.3333333333333333,42857,573,15.691012838,42,4.1910174779,84.32047807253954,14.440925801,2.8381314503,177.81186807,252.2,2571.8608169,3444.0114800382667,1337.0044566815222,3444.0114800382667
Sherburne,Minnesota,6272,0.030507984993630746,0.6666666666666666,91188,709,15.145450446,48,3.3638753012,210.63708952361392,10.814427139,3.1547388781,103.9194023,270.7,1086.7604618,6878.097995350266,777.5145852524455,6878.097995350266
Sheridan,Wyoming,2134,-1.4769129703113435,0.9230769230769231,20653.164733178655,303.9419953596288,15.603220976071926,33.23433874709977,4.357185613829234,8.211260166401226,13.980238217990719,3.4897865480696053,166.25653199088165,277.3921113689095,2338.179037728538,10332.556911105234,1471.6485308004906,10332.556911105234
Sherman,Kansas,480,0.022850402145885105,0.6666666666666666,6038,77,15.691175508,33,3.4510138834,5.717458653869307,15.117412355,2.8334485142,239.86765922,472.2,3325.2230332999998,7949.652202716131,1275.2567075190461,7949.652202716131
Shiawassee,Michigan,2271,0.026603185517046078,0.6,68800,969,17.880387598,51,3.8484740951,129.6208947245745,15.167962747,4.3196283672,263.5241169,306.8,2046.4772236999997,3300.8720930232557,1408.4302325581396,3300.8720930232557
Shoshone,Idaho,552,0.035850974799878074,0.5,12551,265,14.822053198,38,3.9635951172,4.758496808959675,15.473830741,5.7419100237,396.41639578,494.3,3272.5766363,4398.055931798263,2111.385546968369,4398.055931798263
Sibley,Minnesota,848,0.024121701185899437,0.5,14957,142,14.099158834,36,3.5723024469,25.403316065453584,11.395018305,3.1629883158,53.615709403,188.3,1422.5181598000001,5669.5861469546035,949.3882463060775,5669.5861469546035
Sierra,New Mexico,373,0.023710052037133805,0.6666666666666666,11442,347,15.750359494,21,5.0248696946999996,2.736659970590801,20.083415403,7.0539419087,531.81900126,224.9,5252.790545,3259.91959447649,3032.6865932529277,3259.91959447649
Silver Bow,Montana,2387,0.026822385691448798,0.5,34560,547,17.362566529,46,5.8226840163,48.13494500760611,15.901433785,4.0143868198,318.48969592,355.5,2845.9416292,6906.8287037037035,1582.7546296296296,6906.8287037037035
Simpson,Kentucky,795,0.022347041724064258,0.6153846153846154,17856,353,20.830966794,47,3.9717108825,76.24144347725868,20.921245462,3.8818469896,180.28012758,220.9,3665.9877799999995,4452.284946236559,1976.926523297491,4452.284946236559
Sioux,Iowa,3869,-13.74430815792134,0.9967637540453075,19703.58823529412,163.18823529411765,26.202105393811763,42.63529411764706,4.766968104521177,24.81003625682163,22.999442367105882,2.9171950103988236,27.195667646705882,1050.5482352941176,4161.159033402353,19636.017327390353,828.215822140488,19636.017327390353
Siskiyou,California,786,0.021606699473417822,0.3333333333333333,43668,820,14.066326017,31,4.5124639202,6.954853165594408,15.879866179,6.6973004021,343.55545308,216.6,2606.3765305,1799.9450398461115,1877.805257854722,1799.9450398461115
Sitka City and Borough,Alaska,217,0.02147507127562193,0.5,8921,92,16.250454989,31,3.8406937132,3.107948983149393,12.52473811,4.1515426497,100.63174372,402.8,1605.2318668000003,2432.462728393678,1031.274520793633,2432.462728393678
Skagit,Washington,2163,0.02527968218662748,0.5,120475,1427,13.240440201,48,4.1274898974,69.6331622747269,14.486976039,5.1859716646,195.35105613,381.3,2242.7652733,1795.3932351110188,1184.4781074911807,1795.3932351110188
Skamania,Washington,112,0.01475814755587371,0.5,11316,144,14.619282993,30,4.370188272,6.824020009805085,16.287515463,5.6044985942,87.719298246,177.4,1841.2976765,989.7490279250619,1272.5344644750796,989.7490279250619
Smith,Texas,10366,-2.820470843427487,0.96875,122160.4673076923,1629.25,18.92844425728654,52,4.585702248421346,152.12615140528214,18.761036838092306,3.3506975366782696,287.1968036280192,432.0826923076923,3482.016988183654,8485.560204915215,1333.696600796654,8485.560204915215
Smyth,Virginia,1095,0.02538803279014944,0.5,31513,684,19.449484175,42,4.9778242413,69.88443803491468,17.646700682,3.9740411259,202.58091273,384.9,3660.7288773,3474.7564497191634,2170.532795988957,3474.7564497191634
Snohomish,Washington,16894,0.02681460279126006,0.5294117647058824,758649,7592,12.962308599,49,3.7846161877,363.5861592633876,14.403971122,3.7589146747,204.59239524,328.6,1332.8002132,2226.8532615214676,1000.7262910779557,2226.8532615214676
Snyder,Pennsylvania,1156,0.025600653699998047,0.5,40246,400,17.978891092,58,3.8490310078,122.41163852459432,16.219348717,3.9460736076,188.05768832,186.3,1662.7507681000002,2872.335138895791,993.8875913134225,2872.335138895791
Socorro,New Mexico,674,0.02010588170310466,0.3548387096774194,17324,273,18.801987015,40,5.5846741001,2.606600308473246,23.595288827,5.3137103021,515.09100906,470.3,4140.587385700001,3890.556453474948,1575.8485338259063,3890.556453474948
Solano,California,11418,0.026412330015195502,0.9090909090909091,429596,4789,11.705074337,38,4.2425851883,522.7679792882683,15.021336128,3.8946981943,476.30025821,587.9,1785.3104910999998,2657.845976219518,1114.7682939319734,2657.845976219518
Somerset,New Jersey,9682,-16.95122416875529,0.9976905311778291,122983.02330097088,1257.7611650485437,16.873114169167962,43.09320388349514,4.589755685950971,322.82041630429086,15.696453079604854,5.053184859266505,168.12595827979223,331.78582524271843,1905.1470264165634,7872.631311319834,1022.7112094735879,7872.631311319834
Somervell,Texas,298,0.028269057639017988,0.5,8673,120,15.392775207,45,5.5801132168,46.513246419020035,17.871938715,4.152087707,108.44129901,169.6,1904.3195541,3435.9506514470195,1383.6042891732964,3435.9506514470195
Sonoma,California,13098,0.030015132879947157,0.6206896551724138,497776,4875,10.07567654,43,4.5232962769,315.8775376629081,14.139892629,2.7394910577,367.91949455,402.4,1172.2357287,2631.3040403715727,979.3561762720581,2631.3040403715727
Southampton,Virginia,998,0.02194154296010499,0.7323943661971831,18291,282,17.10984205,48,4.1588951466,30.52984915093099,16.459352761,2.7925531915,125.21913348,439.4,1121.9792865,5456.235306981575,1541.7418402493029,5456.235306981575
Spalding,Georgia,2543,0.024627660363696298,0.5,64006,1299,18.691568611,42,4.5183523,326.756832741786,21.02132195,4.7003607579,584.59422283,619.5,4626.9781462,3973.065025153892,2029.4972346342531,3973.065025153892
Spartanburg,South Carolina,13247,0.031304479134730986,0.5555555555555556,294229,4881,17.019495795,48,4.3225821294,364.16459599834974,17.065961254,3.1129141312,419.47028626,577.5,2807.1277629,4502.275438518976,1658.9119359410527,4502.275438518976
Spencer,Kentucky,688,0.021476260820932267,0.5,17798,255,18.175387652,46,3.8752449188,95.3406719765444,16.587959889,3.6477487327,44.655316774,232.3,2099.3343574,3865.602876727722,1432.7452522755366,3865.602876727722
Spink,South Dakota,598,0.023865620604750563,0.5,6539,89,14.262682293,27,3.6538580619,4.349090438955178,10.76643843,3.4898085238,22.725551095,187.2,1365.9237958,9145.129224652088,1361.0643829331702,9145.129224652088
Spokane,Washington,18386,0.027290298569895705,0.42857142857142855,485859,6228,14.493901558,46,4.4092996076,275.44006411911386,13.011773362,5.225849805,352.81718091,410,1843.6457137000002,3784.225464589521,1281.853377214377,3784.225464589521
Spotsylvania,Virginia,3292,0.027756898178792764,0.5,129181,1475,15.761410719,43,3.6336488405,321.7506567474702,14.499582599,3.037921008,172.04748049,370.6,1665.0778519,2548.3623752719054,1141.808779928937,2548.3623752719054
St. Bernard,Louisiana,1921,0.024539394067806076,0.5833333333333334,44091,762,22.517842045,33,4.9852113453,116.7947068481852,22.946131654,5.0105025872,238.70472981,590.9,3283.2320648,4356.898233199519,1728.2438592910119,4356.898233199519
St. Charles,Louisiana,22989,-0.8108692217529657,0.8815116542204119,214735.93194706994,2218.9338374291115,17.439114130960302,47.42911153119093,4.100713456991115,431.4876010356211,16.071204340241966,3.4740216689947068,230.48823389909265,432.2296786389414,1617.5583093714558,10705.707140650562,1033.3314118924702,10705.707140650562
St. Clair,Michigan,15964,-22.909073132345938,0.995575221238938,133631.5274831244,2037.1793635486981,18.67003457838187,37.900675024108004,4.555032146971071,198.90862000939083,18.148938295596913,4.417804111730859,402.7877211935776,389.57627772420443,2935.7224783395372,11946.282662986103,1524.4751009869003,11946.282662986103
St. Croix,Wisconsin,4844,0.028635706335215477,0.3333333333333333,86726,714,14.272623564,52,3.4445182046,120.03923747526748,10.071278319,3.0330097858,63.330097777,228.9,851.12889251,5585.406913728294,823.2825219657311,5585.406913728294
St. Francis,Arkansas,2150,0.02428080909124059,0.7272727272727273,27023,482,24.12771764,42,5.1721429716,42.56966950947406,27.936662613,5.15625,776.78775417,879.3,7628.370890300001,7956.185471635274,1783.6657661991637,7956.185471635274
St. Francois,Missouri,5282,0.02955667932515492,0.5,66230,1175,22.20081864,45,4.3808213696,146.55630455131137,19.094205116,3.6560519167,293.78395233,356.8,3814.3016404,7975.237807640042,1774.120489204288,7975.237807640042
St. Helena,Louisiana,556,0.021453298984381086,0.75,10714,211,23.91719357,35,6.5118731714,26.23356329569193,26.773023181,6.5604065604,340.30380746,723.7,4375.932371999999,5189.4717192458465,1969.385850289341,5189.4717192458465
St. James,Louisiana,1035,0.020099221090556927,0.875,21581,338,19.006955472,38,6.2426592798,89.34806238561642,20.207376606,6.1756191702,580.37187809,790.9,2620.7494044,4795.885269449979,1566.1924841295584,4795.885269449979
St. John the Baptist,Louisiana,2094,0.024270512604334275,0.5693430656934306,43888,692,20.516015542,35,5.0497903564,204.79115537887927,21.526106578,5.6870831424,144.64411761,732,2672.6492392,4771.235873131608,1576.7407947502734,4771.235873131608
St. Johns,Florida,9339,0.030719855145881946,0.5,218362,2553,15.059046719,49,4.4664652568,363.51569952954816,12.686897,2.8739370665,225.4094273,286.3,1004.3668121999999,4276.843040455757,1169.1594691384032,4276.843040455757
St. Joseph,Indiana,19464,-3.337535261496444,0.9536082474226805,168094.36223506744,2321.824662813102,18.76595260862428,47.14643545279383,4.2129109157751445,361.6426314488442,17.909000472466282,3.6442372009680155,365.679563150289,466.0190751445087,3097.863959380154,11579.210475114594,1381.2626621981547,11579.210475114594
St. Landry,Louisiana,5332,0.026412062609122856,0.5161290322580645,83699,1612,24.398969339,45,6.4797577568,90.59262629868132,24.850128999,6.2380609401,673.85615131,601.2,5075.2173234,6370.446480842065,1925.9489360685313,6370.446480842065
St. Lawrence,New York,1064,0.022748072874377644,0.625,111529,1373,17.38965495,52,4.8062537704,41.62676383407659,17.597749011,5.6256463289,145.99568116,240.8,1401.1983523,954.011961014624,1231.0699459333448,954.011961014624
St. Louis,Missouri,54376,-12.50955051282409,0.9858686616791354,610985.5394736842,7684.223684210527,16.20137885905263,51.56578947368421,4.5763542993513155,1026.7868388222682,14.768990474263159,3.3370940417657895,292.90732151986845,533.3407894736843,1501.3242146039474,8899.719631145548,1257.676849574849,8899.719631145548
St. Louis city,Missouri,13600,0.029297166373108703,0.8,316030,5708,24.601234178,41,6.0067931127,5101.110908533295,21.999932693,3.8248805945,1819.5144065,1305.5,3739.679456,4303.388918773534,1806.1576432617157,4303.388918773534
St. Lucie,Florida,11145,0.03206604556223725,0.6666666666666666,293136,4303,18.069282607,42,4.2062295677,512.7651061833562,19.318883102,4.3783082694,298.69371953,375.8,2113.6153767,3801.9895202226953,1467.919327547623,3801.9895202226953
St. Martin,Louisiana,2879,0.025427739748130205,0.8,53385,891,21.504376531,40,5.1426696072,72.37058997813146,19.895150587,5.2368409304,263.32462184,635,3875.5648245,5392.900627517093,1669.00814835628,5392.900627517093
St. Mary,Louisiana,2441,0.02596145468803396,0.6,53053,895,21.577659466,42,4.6148613291,95.49787241873555,23.921941918,6.5910560613,516.95733682,704.3,4219.0152801,4601.05931804045,1686.992253029989,4601.05931804045
St. Mary's,Maryland,2295,0.026392264002813352,0.5,110675,1215,15.013894977,44,3.9285236969,309.6659985702017,12.993604323,3.8014287006,221.30249762,358.6,1422.8464282,2073.639033205331,1097.808899932234,2073.639033205331
St. Tammany,Louisiana,11128,0.028420560065021742,0.5,246269,3109,17.709280575,45,4.7970803451,291.20775076594714,16.285333309,4.1884816754,165.01085651,388.2,1818.1172543999999,4518.636125537522,1262.4406644766495,4518.636125537522
Stafford,Virginia,3458,-145.37497575686896,0.9990566037735849,73623.21553398058,644.6990291262136,15.30928278254369,40.10097087378641,3.829005740643301,268.5141042777842,13.945436200417475,2.8373906054446603,198.13594937003884,304.2382524271845,2568.8113781817474,4696.888033101421,875.6735554814971,4696.888033101421
Stanislaus,California,24964,0.03286389945617878,0.375,530561,6261,12.789751068,43,4.4180396537,354.651340528159,18.416161201,6.4047499774,578.4520988,463.8,2682.9847556,4705.208260690099,1180.0716599976251,4705.208260690099
Stanly,North Carolina,3128,0.027803380289845584,0.6,60610,995,16.708050684,49,4.1352493288,153.39434811684183,16.468114249,3.5640184727,266.12098424,388.7,2914.5332808,5160.864543804652,1641.6432931859429,5160.864543804652
Stark,Ohio,11918,-56.72115760771452,0.9836065573770492,143564.5137254902,2118.9960784313726,17.5007478413451,48.75816993464052,4.352616723174249,242.88857438353395,14.526337921011764,4.523265563297255,178.46153725860916,399.24954248366015,2539.476738786928,8301.494353115992,1475.988754772023,8301.494353115992
Starke,Indiana,1079,0.02529177408899918,0.5,23069,407,22.774916523,35,3.9063577438,74.62423009282622,20.265798629,4.3304082411,97.316123745,244.6,3294.7284345,4677.272530235381,1764.2724001907322,4677.272530235381
Starr,Texas,4515,0.028013614056121496,0.5,63008,599,18.830082122,25,5.4284005741,51.51169399450828,38.887129293,10.104294722,262.69909515,392.5,6901.014702800001,7165.756729304216,950.6729304215338,7165.756729304216
Staunton city,Virginia,1024,0.025624680226516983,0.5,24234,469,16.656578296,55,4.359387256,1213.9074572147467,15.540419733,2.8691275168,153.38050636,428.1,2939.6857577,4225.468350251713,1935.2975158867707,4225.468350251713
Ste. Genevieve,Missouri,1137,0.023550191011796947,0.5,17937,247,19.370152157,39,4.2740787601,35.934883907557335,17.708703295,2.7949972811,300.84066691,285.8,2153.3613445,6338.852650944974,1377.0418687628924,6338.852650944974
Stearns,Minnesota,14679,0.029507482363421968,0.4819277108433735,153661,1261,14.631964231,45,4.0527288179,114.43094820019448,13.005775537,2.9404565885,199.02080465,373.8,1088.3309249,9552.8468511854,820.6376373966068,9552.8468511854
Steele,Minnesota,2147,0.025176545955423166,0.4,36541,339,14.169517705,52,3.8523461794,85.04929974772293,11.984824181,2.9421776978,125.5595589,276.5,2025.5996023000002,5875.591800990668,927.7250212090529,5875.591800990668
Stephens,Georgia,1868,-2.4535548299162806,0.9893617021276596,27026.002666666667,498.77066666666667,16.859106134770666,40.86266666666667,4.7865217288288004,69.66517322528367,18.998233151937335,4.043334987039733,213.60621283714667,353.6657333333333,4453.657124081867,6911.861968784433,1845.521414388967,6911.861968784433
Stephenson,Illinois,2614,0.027815020419193252,0.5,46283,605,16.163153541,47,4.4404623718,81.98226529651615,16.527653259,4.7525566107,127.64782999,368.4,2862.0430914,5647.862065985351,1307.1754207808483,5647.862065985351
Steuben,New York,1957,-0.8003337478866958,0.9591836734693877,66715.9568627451,885.143137254902,17.2955427847,49.523529411764706,3.8905282073147056,90.4824305538107,16.200818214033333,3.8086807813698043,124.53710304747646,273.85372549019604,2571.3299715411763,2933.331232925492,1326.7337813589472,2933.331232925492
Stevens,Washington,772,-1.2917171329273098,0.9375,20909.1452991453,288.3831908831909,15.245031773679488,40.364672364672366,4.773899043477778,14.073295373953664,16.642695921707976,4.291080817293162,110.76246265317948,161.02792022792022,2113.1701044754273,3692.1643087513335,1379.2203686823061,3692.1643087513335
Stewart,Georgia,636,-0.8937385705930883,0.8872549019607843,9493.773279352226,182.40890688259108,22.303522190842102,42.016194331983804,5.130493816502429,20.676947826848448,26.10183272527733,4.839043508681579,229.3503001951336,410.8562753036437,4402.617589699596,6699.1277470594405,1921.353096553377,6699.1277470594405
